quarter,stock,name,positive_score,negative_score,avg_confidence,weight_change
2017_Q1,600011,华能国际,0.3360982631718611,0.6639017368281389,0.988840639591217,-0.3241453965504964
2017_Q1,600010,包钢股份,0.0,0.0,0.0,0.0
2017_Q1,600009,上海机场,0.8878748199801666,0.1121251800198334,0.976553135448032,0.7575607432259454
2017_Q1,600000,浦发银行,0.0,0.0,0.0,0.0
2017_Q1,302132,中航成飞,0.0,0.0,0.0,0.0
2017_Q1,301269,华大九天,0.0,0.0,0.0,0.0
2017_Q1,301236,软通动力,0.0,0.0,0.0,0.0
2017_Q1,300999,金龙鱼,0.0,0.0,0.0,0.0
2017_Q1,300979,华利集团,0.0,0.0,0.0,0.0
2017_Q1,300896,爱美客,0.0,0.0,0.0,0.0
2017_Q1,300832,新产业,0.0,0.0,0.0,0.0
2017_Q1,300782,卓胜微,0.0,0.0,0.0,0.0
2017_Q1,300760,迈瑞医疗,0.0,0.0,0.0,0.0
2017_Q1,300759,康龙化成,0.0,0.0,0.0,0.0
2017_Q1,300750,宁德时代,0.0,0.0,0.0,0.0
2017_Q1,300661,圣邦股份,0.0,0.0,0.0,0.0
2017_Q1,300628,亿联网络,0.0,0.0,0.0,0.0
2017_Q1,300502,新易盛,0.0,0.0,0.0,0.0
2017_Q1,300498,温氏股份,0.0,0.0,0.0,0.0
2017_Q1,300442,润泽科技,0.0,0.0,0.0,0.0
2017_Q1,300433,蓝思科技,0.0,0.0,0.0,0.0
2017_Q1,300418,昆仑万维,0.0,0.0,0.0,0.0
2017_Q1,300413,芒果超媒,0.0,0.0,0.0,0.0
2017_Q1,300408,三环集团,0.8224179445433987,0.1775820554566013,0.9819949341542792,0.6332255764441056
2017_Q1,300394,天孚通信,0.8115697737811507,0.1884302262188493,0.9461766992296492,0.5896001202719553
2017_Q1,300347,泰格医药,0.1487644965015606,0.8512355034984393,0.8954877299921853,-0.6290541674409594
2017_Q1,300316,晶盛机电,0.0,0.0,0.0,0.0
2017_Q1,300308,中际旭创,0.8932022202993063,0.1067977797006937,0.9760767353905572,0.7675910790761311
2017_Q1,300274,阳光电源,0.0,0.0,0.0,0.0
2017_Q1,300124,汇川技术,0.7120407198939359,0.2879592801060641,0.9637992902235551,0.40872939066453423
2017_Q1,300122,智飞生物,0.8290263577158049,0.1709736422841951,0.9634808699289956,0.6340212027231852
2017_Q1,300059,东方财富,1.0,0.0,0.968697828905923,0.968697828905923
2017_Q1,300033,同花顺,0.0,0.0,0.0,0.0
2017_Q1,300015,爱尔眼科,0.7407867734901487,0.2592132265098513,0.9696759654551136,0.46697029410576335
2017_Q1,300014,亿纬锂能,0.7786131682074479,0.2213868317925521,0.9707376273969808,0.5409205717345077
2017_Q1,3816,中国广核,0.0,0.0,0.0,0.0
2017_Q1,2938,鹏鼎控股,0.0,0.0,0.0,0.0
2017_Q1,2920,德赛西威,0.0,0.0,0.0,0.0
2017_Q1,2916,深南电路,0.0,0.0,0.0,0.0
