quarter,stock,name,weight_change,weight
2017_Q1,600415,小商品城,0.4130111502276526,0.0043906927733660854
2017_Q1,600406,国电南瑞,0.2972480952739716,0.004030978691332112
2017_Q1,600377,宁沪高速,-0.1033116711510552,0.0027863070753578016
2017_Q1,600372,中航机载,0.503590777516365,0.004672153620215502
2017_Q1,600362,江西铜业,-0.9901686832308768,3.0549151352349485e-05
2017_Q1,600346,恒力石化,0.3797055681546529,0.004287201319319802
2017_Q1,600332,白云山,0.1442138640968887,0.0035554507432344644
2017_Q1,600309,万华化学,-0.5397709210713704,0.0014300838960961502
2017_Q1,600276,恒瑞医药,0.1372802635674835,0.00353390575419955
2017_Q1,600233,圆通速递,-0.4345679998397826,0.001756984151564137
2017_Q1,600219,南山铝业,0.0,0.003107330591594195
2017_Q1,600196,复星医药,0.0027404785156249,0.0031158461643214026
2017_Q1,600188,兖矿能源,-0.4921131879091263,0.0015781722282772242
2017_Q1,600183,生益科技,0.0,0.003107330591594195
2017_Q1,600176,中国巨石,0.0,0.003107330591594195
2017_Q1,600161,天坛生物,-0.7536409183552392,0.0007655191109118173
2017_Q1,600160,巨化股份,0.1296111941337585,0.003510075420139077
2017_Q1,600150,中国船舶,0.2265050560235978,0.003811156681327077
2017_Q1,600115,中国东航,0.0,0.003107330591594195
2017_Q1,600111,北方稀土,0.0,0.003107330591594195
2017_Q1,600104,上汽集团,0.7637525902074923,0.005480562379555241
2017_Q1,600089,特变电工,0.0,0.003107330591594195
2017_Q1,600085,同仁堂,0.0,0.003107330591594195
2017_Q1,600066,宇通客车,0.285198226571083,0.0039935357656869334
2017_Q1,600061,国投资本,0.0,0.003107330591594195
2017_Q1,600050,中国联通,0.2663838929600186,0.003935073411296814
2017_Q1,600048,保利发展,0.1290453842708042,0.003508317261842893
2017_Q1,600039,四川路桥,0.0,0.003107330591594195
2017_Q1,600036,招商银行,-0.1978083505080297,0.002492674652787807
2017_Q1,600031,三一重工,0.0,0.003107330591594195
2017_Q1,600030,中信证券,0.149463585444859,0.0035717633629763577
2017_Q1,600029,南方航空,0.5894800866091694,0.0049390400978504626
2017_Q1,600028,中国石化,0.1706905508863514,0.00363772256205942
2017_Q1,600027,华电国际,-0.9885685273579188,3.552136464771109e-05
2017_Q1,600026,中远海能,0.0,0.003107330591594195
2017_Q1,600025,华能水电,0.0,0.003107330591594195
2017_Q1,600023,浙能电力,0.0,0.003107330591594195
2017_Q1,600019,宝钢股份,0.1613558701106479,0.0036087166229223106
2017_Q1,600018,上港集团,0.0,0.003107330591594195
2017_Q1,600016,民生银行,0.0,0.003107330591594195
2017_Q1,600015,华夏银行,0.0,0.003107330591594195
2017_Q1,600011,华能国际,-0.3241453965504964,0.0021001036847684063
2017_Q1,600010,包钢股份,0.0,0.003107330591594195
2017_Q1,600009,上海机场,0.7575607432259454,0.0054613222640110095
2017_Q1,600000,浦发银行,0.0,0.003107330591594195
2017_Q1,302132,中航成飞,0.0,0.003107330591594195
2017_Q1,301269,华大九天,0.0,0.003107330591594195
2017_Q1,301236,软通动力,0.0,0.003107330591594195
2017_Q1,300999,金龙鱼,0.0,0.003107330591594195
2017_Q1,300979,华利集团,0.0,0.003107330591594195
2017_Q1,300896,爱美客,0.0,0.003107330591594195
2017_Q1,300832,新产业,0.0,0.003107330591594195
2017_Q1,300782,卓胜微,0.0,0.003107330591594195
2017_Q1,300760,迈瑞医疗,0.0,0.003107330591594195
2017_Q1,300759,康龙化成,0.0,0.003107330591594195
2017_Q1,300750,宁德时代,0.0,0.003107330591594195
2017_Q1,300661,圣邦股份,0.0,0.003107330591594195
2017_Q1,300628,亿联网络,0.0,0.003107330591594195
2017_Q1,300502,新易盛,0.0,0.003107330591594195
2017_Q1,300498,温氏股份,0.0,0.003107330591594195
2017_Q1,300442,润泽科技,0.0,0.003107330591594195
2017_Q1,300433,蓝思科技,0.0,0.003107330591594195
2017_Q1,300418,昆仑万维,0.0,0.003107330591594195
2017_Q1,300413,芒果超媒,0.0,0.003107330591594195
2017_Q1,300408,三环集团,0.6332255764441056,0.005074971796658833
2017_Q1,300394,天孚通信,0.5896001202719553,0.004939413082122858
2017_Q1,300347,泰格医药,-0.6290541674409594,0.0011526513333350848
2017_Q1,300316,晶盛机电,0.0,0.003107330591594195
2017_Q1,300308,中际旭创,0.7675910790761311,0.005492489833442256
2017_Q1,300274,阳光电源,0.0,0.003107330591594195
2017_Q1,300124,汇川技术,0.4087293906645342,0.004377387930889757
2017_Q1,300122,智飞生物,0.6340212027231852,0.005077444070535292
2017_Q1,300059,东方财富,0.968697828905923,0.006117394989364449
2017_Q1,300033,同花顺,0.0,0.003107330591594195
2017_Q1,300015,爱尔眼科,0.4669702941057633,0.0045583616718347705
2017_Q1,300014,亿纬锂能,0.5409205717345077,0.004788149631767453
2017_Q1,3816,中国广核,0.0,0.003107330591594195
2017_Q1,2938,鹏鼎控股,0.0,0.003107330591594195
2017_Q1,2920,德赛西威,0.0,0.003107330591594195
2017_Q1,2916,深南电路,0.0,0.003107330591594195
2017_Q1,2736,国信证券,0.0,0.003107330591594195
2017_Q1,2714,牧原股份,0.0,0.003107330591594195
2017_Q1,2709,天赐材料,0.1722354342540105,0.0036425230254081924
2017_Q1,2648,卫星化学,0.5666684746742249,0.004868156878241434
2017_Q1,2601,龙佰集团,0.6486222338676453,0.005122814301279293
2017_Q1,2600,领益智造,0.0,0.003107330591594195
2017_Q1,2594,比亚迪,0.6428406904725467,0.0051048491346210745
2017_Q1,2493,荣盛石化,-0.2639994961874825,0.0022869968809253755
2017_Q1,2475,立讯精密,0.0,0.003107330591594195
2017_Q1,2466,天齐锂业,0.570973175764084,0.004881533007625623
2017_Q1,2463,沪电股份,0.0,0.003107330591594195
2017_Q1,2460,赣锋锂业,0.0,0.003107330591594195
2017_Q1,2459,晶澳科技,0.0,0.003107330591594195
2017_Q1,2422,科伦药业,0.1315514693657556,0.0035161044967235737
2017_Q1,2415,海康威视,0.2266320792528298,0.003811551384493113
2017_Q1,2371,北方华创,0.0,0.003107330591594195
2017_Q1,2352,顺丰控股,0.0,0.003107330591594195
2017_Q1,2311,海大集团,0.0,0.003107330591594195
2017_Q1,2304,洋河股份,0.0743771579957777,0.0033384450099503095
2017_Q1,2252,上海莱士,0.0,0.003107330591594195
2017_Q1,2241,歌尔股份,0.6439603030681611,0.005108328141090161
2017_Q1,2236,大华股份,0.0608380397160848,0.0032963744935366078
2017_Q1,2230,科大讯飞,0.4497299645886275,0.0045047902685170105
2017_Q1,2180,纳思达,0.0,0.003107330591594195
2017_Q1,2179,中航光电,0.4868598654866219,0.004620165145440209
2017_Q1,2142,宁波银行,0.0,0.003107330591594195
2017_Q1,2129,TCL中环,0.0,0.003107330591594195
2017_Q1,2074,国轩高科,0.0219224467873574,0.003175450881139146
2017_Q1,2050,三花智控,0.5266271606087686,0.0047437352781182105
