quarter,stock,name,score_mean,score_std,n_reports
2025Q3,000001,平安银行,0.001997987739741802,0.08491639089206249,1
2025Q3,000002,万科A,0.0,0.0,0
2025Q3,000063,中兴通讯,0.22322016954421997,0.08491639089206249,1
2025Q3,000100,TCL科技,0.07751066237688065,0.08491639089206249,1
2025Q3,000157,中联重科,0.0,0.0,0
2025Q3,000166,申万宏源,0.0,0.0,0
2025Q3,000301,东方盛虹,0.09564928710460663,0.08491639089206249,1
2025Q3,000333,美的集团,0.24285519123077393,0.08491639089206249,1
2025Q3,000338,潍柴动力,0.14744888246059418,0.08491639089206249,1
2025Q3,000408,藏格矿业,0.0,0.0,0
2025Q3,000425,徐工机械,0.07335555925965309,0.03630144413900144,2
2025Q3,000538,云南白药,0.0,0.0,0
2025Q3,000568,泸州老窖,0.0,0.0,0
2025Q3,000596,古井贡酒,0.0,0.0,0
2025Q3,000617,中油资本,0.0,0.0,0
2025Q3,000625,长安汽车,0.04378683678805828,0.005158434448767311,2
2025Q3,000630,铜陵有色,0.17542116343975067,0.08491639089206249,1
2025Q3,000651,格力电器,0.0,0.0,0
2025Q3,000661,长春高新,0.0,0.0,0
2025Q3,000708,中信特钢,0.0,0.0,0
2025Q3,000725,京东方A,0.1215098574757576,0.08491639089206249,1
2025Q3,000768,中航西飞,0.0,0.0,0
2025Q3,000776,广发证券,0.0,0.0,0
2025Q3,000786,北新建材,0.04042904078960419,0.08491639089206249,1
2025Q3,000792,盐湖股份,0.0,0.0,0
2025Q3,000800,一汽解放,0.0,0.0,0
2025Q3,000807,云铝股份,0.0,0.0,0
2025Q3,000858,五粮液,0.08728182315826416,0.08491639089206249,1
2025Q3,000876,新希望,0.0,0.0,0
2025Q3,000895,双汇发展,0.0,0.0,0
2025Q3,000938,紫光股份,0.39298176765441895,0.08491639089206249,1
2025Q3,000963,华东医药,0.06617251224815845,0.007058319549229264,2
2025Q3,000975,山金国际,0.0,0.0,0
2025Q3,000977,浪潮信息,0.0,0.0,0
2025Q3,000983,山西焦煤,0.1052585244178772,0.08491639089206249,1
2025Q3,000999,华润三九,0.0,0.0,0
2025Q3,001289,龙源电力,0.14397355914115906,0.08491639089206249,1
2025Q3,001391,国货航,0.0,0.0,0
2025Q3,001965,招商公路,0.0,0.0,0
2025Q3,001979,招商蛇口,0.0,0.0,0
2025Q3,002001,新和成,0.06092923507094383,0.03525978477805469,2
2025Q3,002027,分众传媒,0.0,0.0,0
2025Q3,002028,思源电气,0.2779262363910675,0.23701676440477262,2
2025Q3,002049,紫光国微,0.29365020990371704,0.08491639089206249,1
2025Q3,002050,三花智控,0.0,0.0,0
2025Q3,002074,国轩高科,0.257527619600296,0.08491639089206249,1
2025Q3,002129,TCL中环,0.0,0.0,0
2025Q3,002142,宁波银行,0.10213321447372437,0.056916200047172585,2
2025Q3,002179,中航光电,0.08283780515193939,0.08491639089206249,1
2025Q3,002180,纳思达,0.0,0.0,0
2025Q3,002230,科大讯飞,0.11119090889890988,0.06520707509283442,3
2025Q3,002236,大华股份,0.0,0.0,0
2025Q3,002241,歌尔股份,0.13695377483963966,0.03732351413001142,4
2025Q3,002252,上海莱士,0.09108136594295502,0.08491639089206249,1
2025Q3,002304,洋河股份,0.08966432511806488,0.08491639089206249,1
2025Q3,002311,海大集团,0.06914408504962921,0.08491639089206249,1
2025Q3,002352,顺丰控股,0.06237144395709038,0.08491639089206249,1
2025Q3,002371,北方华创,0.33960670232772827,0.1757829147555985,2
2025Q3,002415,海康威视,0.06989493345220883,0.01841109872270343,3
2025Q3,002422,科伦药业,0.05966465547680855,0.08491639089206249,1
2025Q3,002459,晶澳科技,0.23914885520935059,0.08491639089206249,1
2025Q3,002460,赣锋锂业,0.0,0.0,0
2025Q3,002463,沪电股份,0.28713707625865936,0.1607284716124152,3
2025Q3,002466,天齐锂业,0.0,0.0,0
2025Q3,002475,立讯精密,0.38622573018074036,0.1562245854104211,2
2025Q3,002493,荣盛石化,0.0932735800743103,0.08491639089206249,1
2025Q3,002594,比亚迪,0.08236015339692433,0.04926713479310446,3
2025Q3,002600,领益智造,0.2178053855895996,0.08491639089206249,1
2025Q3,002601,龙佰集团,0.0733272135257721,0.08491639089206249,1
2025Q3,002648,卫星化学,0.08103381842374802,0.005024441714817082,2
2025Q3,002709,天赐材料,0.0763859748840332,0.08491639089206249,1
2025Q3,002714,牧原股份,-0.002410430461168289,0.08491639089206249,1
2025Q3,002736,国信证券,0.0,0.0,0
2025Q3,002916,深南电路,0.40016651153564453,0.08491639089206249,1
