quarter,stock,name,score_mean,score_std,n_reports
2020Q2,000001,平安银行,0.04565105959773064,0.15385279955647213,1
2020Q2,000002,万科A,0.055111195892095566,0.15385279955647213,1
2020Q2,000063,中兴通讯,0.1746426671743393,0.07279864985262385,2
2020Q2,000100,TCL科技,0.15097942731032768,0.12109663907739539,3
2020Q2,000157,中联重科,0.05439712045093378,0.037329908477167835,3
2020Q2,000166,申万宏源,0.0,0.0,0
2020Q2,000301,东方盛虹,0.0,0.0,0
2020Q2,000333,美的集团,0.14483547024428844,0.12106572916365986,2
2020Q2,000338,潍柴动力,0.0,0.0,0
2020Q2,000408,藏格矿业,0.0,0.0,0
2020Q2,000425,徐工机械,0.09590611358483632,0.026207343898806162,3
2020Q2,000538,云南白药,0.0,0.0,0
2020Q2,000568,泸州老窖,0.21913662552833557,0.11460322380676091,2
2020Q2,000596,古井贡酒,0.0,0.0,0
2020Q2,000617,中油资本,0.0,0.0,0
2020Q2,000625,长安汽车,0.21067452058196068,0.05702464398210066,4
2020Q2,000630,铜陵有色,0.0,0.0,0
2020Q2,000651,格力电器,0.17443895619362593,0.11873970702443631,4
2020Q2,000661,长春高新,0.3458978831768036,0.04189080640619035,2
2020Q2,000708,中信特钢,0.17593102157115936,0.07900921978837089,2
2020Q2,000725,京东方A,0.0,0.0,0
2020Q2,000768,中航西飞,0.0,0.0,0
2020Q2,000776,广发证券,0.128884956240654,0.15385279955647213,1
2020Q2,000786,北新建材,0.0,0.0,0
2020Q2,000792,盐湖股份,0.0,0.0,0
2020Q2,000800,一汽解放,0.0,0.0,0
2020Q2,000807,云铝股份,0.0,0.0,0
2020Q2,000858,五粮液,0.3386308004458745,0.11857516182829024,3
2020Q2,000876,新希望,0.07236579060554504,0.15385279955647213,1
2020Q2,000895,双汇发展,0.16598065942525864,0.09791345857958224,3
2020Q2,000938,紫光股份,0.07926510274410248,0.15385279955647213,1
2020Q2,000963,华东医药,0.0,0.0,0
2020Q2,000975,山金国际,0.11074724793434143,0.15385279955647213,1
2020Q2,000977,浪潮信息,0.26206790655851364,0.07449582968517265,2
2020Q2,000983,山西焦煤,0.09122057259082794,0.15385279955647213,1
2020Q2,000999,华润三九,0.0,0.0,0
2020Q2,001289,龙源电力,0.0,0.0,0
2020Q2,001391,国货航,0.0,0.0,0
2020Q2,001965,招商公路,0.0,0.0,0
2020Q2,001979,招商蛇口,0.07934905588626862,0.15385279955647213,1
2020Q2,002001,新和成,0.17155114681060826,0.17014445730981725,7
2020Q2,002027,分众传媒,0.15537316352128983,0.05719216707450979,2
2020Q2,002028,思源电气,0.29569996520876884,0.3567487802549075,2
2020Q2,002049,紫光国微,0.5037266463041306,0.13052063442305195,2
2020Q2,002050,三花智控,0.4442315101623535,0.15385279955647213,1
2020Q2,002074,国轩高科,0.18083767592906952,0.15385279955647213,1
2020Q2,002129,TCL中环,0.0,0.0,0
2020Q2,002142,宁波银行,0.11798544600605965,0.00882335317370258,2
2020Q2,002179,中航光电,0.27461013942956924,0.16983977711036521,2
2020Q2,002180,纳思达,0.3610256612300873,0.15385279955647213,1
2020Q2,002230,科大讯飞,0.0,0.0,0
2020Q2,002236,大华股份,0.13068869709968567,0.04459182933985951,2
2020Q2,002241,歌尔股份,0.22555582225322723,0.15385279955647213,1
2020Q2,002252,上海莱士,0.0,0.0,0
2020Q2,002304,洋河股份,0.10317067801952362,0.15385279955647213,1
2020Q2,002311,海大集团,0.12523020058870316,0.0540078040821177,2
2020Q2,002352,顺丰控股,0.0,0.0,0
2020Q2,002371,北方华创,0.23910687118768692,0.04187090255698108,2
2020Q2,002415,海康威视,0.0,0.0,0
2020Q2,002422,科伦药业,0.0,0.0,0
2020Q2,002459,晶澳科技,0.3009513318538666,0.1494296704934948,2
2020Q2,002460,赣锋锂业,0.06888265162706375,0.15385279955647213,1
2020Q2,002463,沪电股份,0.12436382845044136,0.054400891933110616,2
2020Q2,002466,天齐锂业,0.0,0.0,0
2020Q2,002475,立讯精密,0.28707405428091687,0.1891442958454078,3
2020Q2,002493,荣盛石化,0.0,0.0,0
2020Q2,002594,比亚迪,0.04393667355179787,0.008654149381999533,2
2020Q2,002600,领益智造,0.14313989877700806,0.15385279955647213,1
2020Q2,002601,龙佰集团,0.10777226649224758,0.11136197573976928,2
2020Q2,002648,卫星化学,0.03984401747584343,0.15385279955647213,1
2020Q2,002709,天赐材料,0.45499199628829956,0.15385279955647213,1
2020Q2,002714,牧原股份,0.0,0.0,0
2020Q2,002736,国信证券,0.0,0.0,0
2020Q2,002916,深南电路,0.20196205377578735,0.15385279955647213,1
2020Q2,002920,德赛西威,0.2572486102581024,0.15287584970883653,2
2020Q2,002938,鹏鼎控股,0.12946190126240253,0.11864263835413973,2
2020Q2,003816,中国广核,0.0,0.0,0
2020Q2,300014,亿纬锂能,0.16174057126045227,0.15385279955647213,1
2020Q2,300015,爱尔眼科,0.1477806717157364,0.0282554158290974,2
2020Q2,300033,同花顺,0.0,0.0,0
2020Q2,300059,东方财富,0.1875484436750412,0.0372455282772894,2
2020Q2,300122,智飞生物,0.1776360608637333,0.11217770861358321,6
2020Q2,300124,汇川技术,0.15812570229172707,0.023648646082602736,4
2020Q2,300274,阳光电源,0.5403713583946228,0.15385279955647213,1
2020Q2,300308,中际旭创,0.17336872778832912,0.16325290167186668,2
2020Q2,300316,晶盛机电,0.3655223896106084,0.13055805510142054,6
