quarter,stock,name,score_mean,score_std,n_reports
2024Q1,000001,平安银行,0.0,0.0,0
2024Q1,000002,万科A,0.0,0.0,0
2024Q1,000063,中兴通讯,0.18449726204077402,0.09166824981774546,3
2024Q1,000100,TCL科技,0.0,0.0,0
2024Q1,000157,中联重科,0.030952773988246918,0.0512285171212752,1
2024Q1,000166,申万宏源,0.0,0.0,0
2024Q1,000301,东方盛虹,0.0,0.0,0
2024Q1,000333,美的集团,0.04022187925875187,0.005363731747863875,2
2024Q1,000338,潍柴动力,0.05877593532204628,0.0512285171212752,1
2024Q1,000408,藏格矿业,-0.006931810639798641,0.0512285171212752,1
2024Q1,000425,徐工机械,0.03738837316632271,0.0512285171212752,1
2024Q1,000538,云南白药,0.0,0.0,0
2024Q1,000568,泸州老窖,-0.028561901301145554,0.0512285171212752,1
2024Q1,000596,古井贡酒,0.0,0.0,0
2024Q1,000617,中油资本,0.0,0.0,0
2024Q1,000625,长安汽车,-0.006373801827430725,0.01422446711175409,5
2024Q1,000630,铜陵有色,0.0,0.0,0
2024Q1,000651,格力电器,0.0,0.0,0
2024Q1,000661,长春高新,0.014713110402226448,0.06483693367898782,2
2024Q1,000708,中信特钢,0.0,0.0,0
2024Q1,000725,京东方A,0.0,0.0,0
2024Q1,000768,中航西飞,0.0,0.0,0
2024Q1,000776,广发证券,0.0,0.0,0
2024Q1,000786,北新建材,-0.0031250701285898685,0.027241956679206168,6
2024Q1,000792,盐湖股份,0.0,0.0,0
2024Q1,000800,一汽解放,0.0,0.0,0
2024Q1,000807,云铝股份,0.04726874455809593,0.0512285171212752,1
2024Q1,000858,五粮液,0.02790706232190132,0.07485485234585665,2
2024Q1,000876,新希望,0.0,0.0,0
2024Q1,000895,双汇发展,0.0,0.0,0
2024Q1,000938,紫光股份,0.0,0.0,0
2024Q1,000963,华东医药,0.0,0.0,0
2024Q1,000975,山金国际,0.07103441935032606,0.02523029530576525,4
2024Q1,000977,浪潮信息,0.09910569339990616,0.0512285171212752,1
2024Q1,000983,山西焦煤,0.0,0.0,0
2024Q1,000999,华润三九,-0.030322896937529247,0.02921170641163902,3
2024Q1,001289,龙源电力,0.0,0.0,0
2024Q1,001391,国货航,0.0,0.0,0
2024Q1,001965,招商公路,0.0,0.0,0
2024Q1,001979,招商蛇口,0.0,0.0,0
2024Q1,002001,新和成,0.0,0.0,0
2024Q1,002027,分众传媒,-0.022334124892950058,0.0512285171212752,1
2024Q1,002028,思源电气,0.0,0.0,0
2024Q1,002049,紫光国微,0.0,0.0,0
2024Q1,002050,三花智控,0.0,0.0,0
2024Q1,002074,国轩高科,0.10614466853439808,0.10911199257379552,2
2024Q1,002129,TCL中环,0.0,0.0,0
2024Q1,002142,宁波银行,-0.021187597885727882,0.0512285171212752,1
2024Q1,002179,中航光电,0.06501144170761108,0.0512285171212752,1
2024Q1,002180,纳思达,0.0,0.0,0
2024Q1,002230,科大讯飞,0.05365458503365517,0.0512285171212752,1
2024Q1,002236,大华股份,0.0,0.0,0
2024Q1,002241,歌尔股份,-0.007605774328112602,0.0512285171212752,1
2024Q1,002252,上海莱士,0.0022922062004605928,0.03280443867292818,3
2024Q1,002304,洋河股份,0.0,0.0,0
2024Q1,002311,海大集团,0.0,0.0,0
2024Q1,002352,顺丰控股,-0.004869415385959049,0.01108349277252874,3
2024Q1,002371,北方华创,0.01764574833214283,0.0512285171212752,1
2024Q1,002415,海康威视,0.0,0.0,0
2024Q1,002422,科伦药业,0.0,0.0,0
2024Q1,002459,晶澳科技,0.0,0.0,0
2024Q1,002460,赣锋锂业,0.0,0.0,0
2024Q1,002463,沪电股份,0.10589453764259815,0.07759329377846938,2
2024Q1,002466,天齐锂业,0.02492561936378479,0.0512285171212752,1
2024Q1,002475,立讯精密,0.0,0.0,0
2024Q1,002493,荣盛石化,0.011125592049211264,0.02871391888170177,2
2024Q1,002594,比亚迪,-0.01142684742808342,0.04160245660414283,3
2024Q1,002600,领益智造,0.0,0.0,0
2024Q1,002601,龙佰集团,0.0,0.0,0
2024Q1,002648,卫星化学,0.0014035416883416475,0.023702170020234916,5
2024Q1,002709,天赐材料,0.005972200073301792,0.00539954866656404,2
2024Q1,002714,牧原股份,0.0,0.0,0
2024Q1,002736,国信证券,0.0,0.0,0
2024Q1,002916,深南电路,0.0,0.0,0
2024Q1,002920,德赛西威,-0.0043935589492321014,0.028587448701666227,2
2024Q1,002938,鹏鼎控股,0.0,0.0,0
2024Q1,003816,中国广核,0.0,0.0,0
2024Q1,300014,亿纬锂能,0.008324864320456982,0.0512285171212752,1
2024Q1,300015,爱尔眼科,0.0,0.0,0
2024Q1,300033,同花顺,0.0,0.0,0
2024Q1,300059,东方财富,0.0,0.0,0
2024Q1,300122,智飞生物,0.0,0.0,0
2024Q1,300124,汇川技术,0.0,0.0,0
2024Q1,300274,阳光电源,0.0,0.0,0
2024Q1,300308,中际旭创,0.5276211500167847,0.0512285171212752,1
2024Q1,300316,晶盛机电,0.0,0.0,0
2024Q1,300347,泰格医药,0.0,0.0,0
2024Q1,300394,天孚通信,0.33939969539642334,0.05276532552472867,2
2024Q1,300408,三环集团,0.0,0.0,0
2024Q1,300413,芒果超媒,-0.05742055922746658,0.006694294965482771,3
2024Q1,300418,昆仑万维,0.0,0.0,0
2024Q1,300433,蓝思科技,0.0,0.0,0
2024Q1,300442,润泽科技,0.0,0.0,0
2024Q1,300498,温氏股份,0.0,0.0,0
2024Q1,300502,新易盛,0.0,0.0,0
2024Q1,300628,亿联网络,0.0,0.0,0
2024Q1,300661,圣邦股份,0.0,0.0,0
2024Q1,300750,宁德时代,0.0317717098708575,0.03526025279838028,3
2024Q1,300759,康龙化成,0.030018851161003113,0.0512285171212752,1
2024Q1,300760,迈瑞医疗,0.20512858033180237,0.0512285171212752,1
2024Q1,300782,卓胜微,0.013322414364665747,0.013402709021720938,2
2024Q1,300832,新产业,0.0,0.0,0
2024Q1,300896,爱美客,-0.014500736258924007,0.026019472190531173,3
2024Q1,300979,华利集团,0.1712605059146881,0.0512285171212752,1
2024Q1,300999,金龙鱼,-0.03033258765935898,0.0512285171212752,1
2024Q1,301236,软通动力,0.0,0.0,0
2024Q1,301269,华大九天,0.0,0.0,0
2024Q1,302132,中航成飞,0.0,0.0,0
2024Q1,600000,浦发银行,0.0,0.0,0
2024Q1,600009,上海机场,0.0,0.0,0
2024Q1,600010,包钢股份,0.21365463733673096,0.0512285171212752,1
2024Q1,600011,华能国际,0.0,0.0,0
2024Q1,600015,华夏银行,0.0,0.0,0
2024Q1,600016,民生银行,0.0,0.0,0
2024Q1,600018,上港集团,0.0,0.0,0
2024Q1,600019,宝钢股份,0.0,0.0,0
2024Q1,600023,浙能电力,0.0,0.0,0
2024Q1,600025,华能水电,0.0,0.0,0
2024Q1,600026,中远海能,0.0,0.0,0
2024Q1,600027,华电国际,-0.02103130705654621,0.0512285171212752,1
2024Q1,600028,中国石化,0.009144957177340984,0.0512285171212752,1
2024Q1,600029,南方航空,0.0,0.0,0
2024Q1,600030,中信证券,-0.0003049587248824537,0.0512285171212752,1
2024Q1,600031,三一重工,0.0,0.0,0
2024Q1,600036,招商银行,0.0,0.0,0
2024Q1,600039,四川路桥,0.0,0.0,0
2024Q1,600048,保利发展,0.0,0.0,0
2024Q1,600050,中国联通,-0.00033561972668394446,0.0512285171212752,1
2024Q1,600061,国投资本,0.0,0.0,0
2024Q1,600066,宇通客车,0.014943982474505901,0.0512285171212752,1
2024Q1,600085,同仁堂,0.0,0.0,0
2024Q1,600089,特变电工,0.0,0.0,0
2024Q1,600104,上汽集团,-0.025880835950374603,0.011726001362291788,2
2024Q1,600111,北方稀土,0.0,0.0,0
2024Q1,600115,中国东航,0.0,0.0,0
2024Q1,600150,中国船舶,0.0,0.0,0
2024Q1,600160,巨化股份,0.03629626706242561,0.0512285171212752,1
2024Q1,600161,天坛生物,-0.019578438717871904,0.02331963461993454,2
2024Q1,600176,中国巨石,-0.002168647013604641,0.0512285171212752,1
2024Q1,600183,生益科技,0.2808651328086853,0.0512285171212752,1
2024Q1,600188,兖矿能源,0.0,0.0,0
2024Q1,600196,复星医药,0.0,0.0,0
2024Q1,600219,南山铝业,0.04565509036183357,0.0512285171212752,1
2024Q1,600233,圆通速递,0.0,0.0,0
2024Q1,600276,恒瑞医药,0.0,0.0,0
2024Q1,600309,万华化学,0.014171597175300121,0.03247104776316756,5
2024Q1,600332,白云山,0.0,0.0,0
2024Q1,600346,恒力石化,0.06362304091453552,0.0512285171212752,1
2024Q1,600362,江西铜业,0.0,0.0,0
2024Q1,600372,中航机载,0.0,0.0,0
2024Q1,600377,宁沪高速,0.0,0.0,0
2024Q1,600406,国电南瑞,0.0,0.0,0
2024Q1,600415,小商品城,0.0,0.0,0
2024Q1,600426,华鲁恒升,0.0,0.0,0
2024Q1,600436,片仔癀,0.0,0.0,0
2024Q1,600438,通威股份,0.0,0.0,0
2024Q1,600460,士兰微,0.0,0.0,0
2024Q1,600482,中国动力,0.012056882493197918,0.0512285171212752,1
2024Q1,600489,中金黄金,0.09025838226079941,0.0512285171212752,1
2024Q1,600515,海南机场,0.0,0.0,0
2024Q1,600519,贵州茅台,-0.021871620789170265,0.004819415736057806,2
2024Q1,600547,山东黄金,0.11363420262932777,0.06926720935620993,4
2024Q1,600570,恒生电子,-0.0146890664473176,0.0512285171212752,1
2024Q1,600584,长电科技,0.24221256375312805,0.041425148477698605,3
2024Q1,600585,海螺水泥,0.0,0.0,0
2024Q1,600588,用友网络,0.0,0.0,0
2024Q1,600600,青岛啤酒,-0.012998214922845364,0.020392961923458196,3
2024Q1,600660,福耀玻璃,0.010887307114899158,0.0512285171212752,1
2024Q1,600674,川投能源,0.0,0.0,0
2024Q1,600690,海尔智家,0.0,0.0,0
2024Q1,600741,华域汽车,0.0,0.0,0
2024Q1,600760,中航沈飞,0.0,0.0,0
2024Q1,600795,国电电力,0.09291514754295349,0.0512285171212752,1
2024Q1,600803,新奥股份,-0.00822953786700964,0.0512285171212752,1
2024Q1,600809,山西汾酒,0.09404386766254902,0.09092069076219303,4
2024Q1,600845,宝信软件,0.08867553249001503,0.019554235832515778,2
2024Q1,600875,东方电气,0.0,0.0,0
2024Q1,600886,国投电力,0.0,0.0,0
2024Q1,600887,伊利股份,0.0,0.0,0
2024Q1,600893,航发动力,0.0,0.0,0
2024Q1,600900,长江电力,0.1348239630460739,0.0512285171212752,1
2024Q1,600905,三峡能源,0.0,0.0,0
2024Q1,600918,中泰证券,0.0,0.0,0
2024Q1,600919,江苏银行,0.0,0.0,0
2024Q1,600926,杭州银行,0.0076257470063865185,0.015285564161206458,2
2024Q1,600938,中国海油,0.1102167971432209,0.07061258523514365,5
2024Q1,600941,中国移动,0.0,0.0,0
2024Q1,600958,东方证券,0.0,0.0,0
2024Q1,600989,宝丰能源,0.01947261020541191,0.0512285171212752,1
2024Q1,600999,招商证券,0.0,0.0,0
2024Q1,601006,大秦铁路,0.0,0.0,0
2024Q1,601009,南京银行,0.0,0.0,0
2024Q1,601012,隆基绿能,0.0,0.0,0
2024Q1,601021,春秋航空,0.0,0.0,0
2024Q1,601058,赛轮轮胎,0.0,0.0,0
2024Q1,601059,信达证券,0.0,0.0,0
2024Q1,601066,中信建投,0.0,0.0,0
2024Q1,601077,渝农商行,0.0,0.0,0
2024Q1,601088,中国神华,0.0,0.0,0
2024Q1,601100,恒立液压,0.0193774476647377,0.039741332937202944,2
2024Q1,601111,中国国航,-0.002223965711891651,0.0512285171212752,1
2024Q1,601117,中国化学,0.0,0.0,0
2024Q1,601127,赛力斯,-0.0084682060405612,0.0512285171212752,1
2024Q1,601136,首创证券,0.0,0.0,0
2024Q1,601138,工业富联,0.0,0.0,0
2024Q1,601166,兴业银行,0.0,0.0,0
2024Q1,601169,北京银行,0.0,0.0,0
2024Q1,601186,中国铁建,-0.0017782048089429736,0.0512285171212752,1
2024Q1,601211,国泰海通,0.0,0.0,0
2024Q1,601225,陕西煤业,0.04053809121251106,0.0512285171212752,1
2024Q1,601229,上海银行,0.0,0.0,0
2024Q1,601236,红塔证券,0.0,0.0,0
2024Q1,601238,广汽集团,-0.0317983403801918,0.0512285171212752,1
2024Q1,601288,农业银行,0.0,0.0,0
2024Q1,601298,青岛港,0.0,0.0,0
2024Q1,601318,中国平安,-0.022904902696609497,0.0512285171212752,1
2024Q1,601319,中国人保,0.0,0.0,0
2024Q1,601328,交通银行,0.0,0.0,0
2024Q1,601336,新华保险,0.0,0.0,0
2024Q1,601360,三六零,0.0,0.0,0
2024Q1,601377,兴业证券,0.0,0.0,0
2024Q1,601390,中国中铁,0.0,0.0,0
2024Q1,601398,工商银行,0.0,0.0,0
2024Q1,601600,中国铝业,0.049488794058561325,0.0512285171212752,1
2024Q1,601601,中国太保,-0.022747681010514498,0.011818407669107415,2
2024Q1,601607,上海医药,0.0,0.0,0
2024Q1,601618,中国中冶,0.0,0.0,0
2024Q1,601628,中国人寿,-0.016988792922347784,0.01025650209812137,2
2024Q1,601633,长城汽车,0.003391553647816181,0.037531536813870524,3
2024Q1,601658,邮储银行,0.0,0.0,0
2024Q1,601668,中国建筑,0.0,0.0,0
2024Q1,601669,中国电建,0.0,0.0,0
2024Q1,601688,华泰证券,0.0,0.0,0
2024Q1,601689,拓普集团,-0.02879340574145317,0.0512285171212752,1
2024Q1,601698,中国卫通,0.0,0.0,0
2024Q1,601699,潞安环能,0.0,0.0,0
2024Q1,601728,中国电信,0.0,0.0,0
2024Q1,601766,中国中车,0.004622675012797117,0.019849975658705166,2
2024Q1,601788,光大证券,0.0,0.0,0
2024Q1,601799,星宇股份,0.0,0.0,0
2024Q1,601800,中国交建,-0.012061920948326588,0.0512285171212752,1
2024Q1,601808,中海油服,0.03902152180671692,0.0512285171212752,1
2024Q1,601816,京沪高铁,0.0,0.0,0
